symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
ALXN,2017-05-30 00:00:00+00:00,97.78,98.6,96.84,98.04,5448708,97.78,98.6,96.84,98.04,5448708,0.0,1.0
ALXN,2017-05-31 00:00:00+00:00,98.03,99.0,97.56,98.28,3945801,98.03,99.0,97.56,98.28,3945801,0.0,1.0
ALXN,2017-06-01 00:00:00+00:00,100.58,101.25,97.87,97.87,3578735,100.58,101.25,97.87,97.87,3578735,0.0,1.0
ALXN,2017-06-02 00:00:00+00:00,101.83,104.68,100.77,101.24,3307578,101.83,104.68,100.77,101.24,3307578,0.0,1.0
ALXN,2017-06-05 00:00:00+00:00,101.61,102.14,100.02,101.53,1526734,101.61,102.14,100.02,101.53,1526734,0.0,1.0
ALXN,2017-06-06 00:00:00+00:00,101.47,102.32,100.26,101.51,2594674,101.47,102.32,100.26,101.51,2594674,0.0,1.0
ALXN,2017-06-07 00:00:00+00:00,100.14,103.82,99.9,101.5,2972181,100.14,103.82,99.9,101.5,2972181,0.0,1.0
ALXN,2017-06-08 00:00:00+00:00,102.92,104.05,100.57,100.57,2763556,102.92,104.05,100.57,100.57,2763556,0.0,1.0
ALXN,2017-06-09 00:00:00+00:00,105.38,106.06,103.03,103.09,2934487,105.38,106.06,103.03,103.09,2934487,0.0,1.0
ALXN,2017-06-12 00:00:00+00:00,106.88,108.25,105.51,105.51,3095768,106.88,108.25,105.51,105.51,3095768,0.0,1.0
ALXN,2017-06-13 00:00:00+00:00,108.0,108.87,105.75,106.25,2134882,108.0,108.87,105.75,106.25,2134882,0.0,1.0
ALXN,2017-06-14 00:00:00+00:00,118.0,118.09,113.95,114.59,10247413,118.0,118.09,113.95,114.59,10247413,0.0,1.0
ALXN,2017-06-15 00:00:00+00:00,117.98,118.03,115.94,116.5,6248058,117.98,118.03,115.94,116.5,6248058,0.0,1.0
ALXN,2017-06-16 00:00:00+00:00,113.98,118.55,113.13,118.02,4520474,113.98,118.55,113.13,118.02,4520474,0.0,1.0
ALXN,2017-06-19 00:00:00+00:00,116.16,117.08,113.22,114.51,2651955,116.16,117.08,113.22,114.51,2651955,0.0,1.0
ALXN,2017-06-20 00:00:00+00:00,119.05,120.79,116.66,117.0,3498219,119.05,120.79,116.66,117.0,3498219,0.0,1.0
ALXN,2017-06-21 00:00:00+00:00,123.58,123.72,118.88,118.94,2775216,123.58,123.72,118.88,118.94,2775216,0.0,1.0
ALXN,2017-06-22 00:00:00+00:00,126.23,126.68,124.01,124.01,2600123,126.23,126.68,124.01,124.01,2600123,0.0,1.0
ALXN,2017-06-23 00:00:00+00:00,126.07,130.02,124.95,129.84,3942624,126.07,130.02,124.95,129.84,3942624,0.0,1.0
ALXN,2017-06-26 00:00:00+00:00,125.09,126.99,124.88,126.59,2701301,125.09,126.99,124.88,126.59,2701301,0.0,1.0
ALXN,2017-06-27 00:00:00+00:00,122.11,126.39,122.0,125.2,2821518,122.11,126.39,122.0,125.2,2821518,0.0,1.0
ALXN,2017-06-28 00:00:00+00:00,125.81,126.52,121.51,122.35,2469332,125.81,126.52,121.51,122.35,2469332,0.0,1.0
ALXN,2017-06-29 00:00:00+00:00,122.43,125.86,120.61,125.55,2513465,122.43,125.86,120.61,125.55,2513465,0.0,1.0
ALXN,2017-06-30 00:00:00+00:00,121.67,123.75,121.37,123.75,1777912,121.67,123.75,121.37,123.75,1777912,0.0,1.0
ALXN,2017-07-03 00:00:00+00:00,121.08,122.78,121.02,121.83,1067378,121.08,122.78,121.02,121.83,1067378,0.0,1.0
ALXN,2017-07-05 00:00:00+00:00,125.05,126.19,120.45,121.15,2402072,125.05,126.19,120.45,121.15,2402072,0.0,1.0
ALXN,2017-07-06 00:00:00+00:00,121.09,126.1,117.17,124.21,4451023,121.09,126.1,117.17,124.21,4451023,0.0,1.0
ALXN,2017-07-07 00:00:00+00:00,123.06,123.97,121.21,122.31,1966609,123.06,123.97,121.21,122.31,1966609,0.0,1.0
ALXN,2017-07-10 00:00:00+00:00,123.76,124.32,121.5,123.56,1387931,123.76,124.32,121.5,123.56,1387931,0.0,1.0
ALXN,2017-07-11 00:00:00+00:00,124.32,124.72,122.11,123.51,1276075,124.32,124.72,122.11,123.51,1276075,0.0,1.0
ALXN,2017-07-12 00:00:00+00:00,124.94,126.05,123.77,124.97,1353029,124.94,126.05,123.77,124.97,1353029,0.0,1.0
ALXN,2017-07-13 00:00:00+00:00,126.91,127.39,123.78,124.6,1626980,126.91,127.39,123.78,124.6,1626980,0.0,1.0
ALXN,2017-07-14 00:00:00+00:00,126.71,128.67,126.18,127.7,1101590,126.71,128.67,126.18,127.7,1101590,0.0,1.0
ALXN,2017-07-17 00:00:00+00:00,125.78,128.5,125.69,126.54,921197,125.78,128.5,125.69,126.54,921197,0.0,1.0
ALXN,2017-07-18 00:00:00+00:00,126.77,127.065,125.32,126.11,873894,126.77,127.065,125.32,126.11,873894,0.0,1.0
ALXN,2017-07-19 00:00:00+00:00,127.3,129.19,126.4,126.65,1684127,127.3,129.19,126.4,126.65,1684127,0.0,1.0
ALXN,2017-07-20 00:00:00+00:00,129.81,129.99,127.35,127.91,1319876,129.81,129.99,127.35,127.91,1319876,0.0,1.0
ALXN,2017-07-21 00:00:00+00:00,131.79,132.01,129.01,129.42,1901548,131.79,132.01,129.01,129.42,1901548,0.0,1.0
ALXN,2017-07-24 00:00:00+00:00,130.74,132.22,130.19,132.03,1656873,130.74,132.22,130.19,132.03,1656873,0.0,1.0
